ID,Block,PlotID,Species,Canopy,Trans,Fire,Snow,S1Tot,S2Tot,S3Tot,Row,Col,Pop,F1,Sp1,Su1,F2,Sp2,Su2,Su2.H,F3,F3.H,Sp3,Sp3.H,Su3.Fl,Su3.Fr,Su3.Sd,Su3.H
778,6,52,cs,T,42.61,0,A,152.4,43.18,27.94,7,1,SF,,,,,,,,,,,,,,,
779,6,52,cs,T,42.61,0,A,152.4,43.18,27.94,7,2,GT,,,,,,,,,,,,,,,
780,6,52,cs,T,42.61,0,A,152.4,43.18,27.94,7,3,PH,,,,,,,,,,,,,,,
781,6,52,cs,T,42.61,0,A,152.4,43.18,27.94,7,4,WM,,,,,1,1,11,1,12,1,10,,,,
782,6,52,cs,T,42.61,0,A,152.4,43.18,27.94,7,5,PH,,,,,,,,,,,,,,,
783,6,52,cs,T,42.61,0,A,152.4,43.18,27.94,7,6,SF,,,,,1,1,7.5,1,1,1,3,,,,
784,6,52,cs,T,42.61,0,A,152.4,43.18,27.94,7,7,WM,,,,,,,,,,,,,,,
932,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,1,1,SF,,,,,,,,,,,,,,,
933,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,1,2,GR,,,,,,,,,,,,,,,
934,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,1,3,WM,,,,,,,,,,,,,,,
935,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,1,4,PH,,,,,,,,,,,,,,,
936,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,1,5,GT,,,,,,,,,,,,,,,
937,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,1,6,GT,,1,1,1,1,1,19,1,22,1,20,,,,
938,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,1,7,SF,,,,,,,,,,,,,,,
939,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,2,1,SF,,,,,,,,,,,,,,,
940,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,2,2,DB,,,,,,,,,,,,,,,
941,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,2,3,GT,,1,1,0,0,0,,0,,0,,,,,
942,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,2,4,GT,,,,,1,0,,0,,0,,,,,
943,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,2,5,WM,,,,,,,,,,,,,,,
944,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,2,6,SF,,1,1,0,0,0,,0,,0,,,,,
945,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,2,7,GR,,,,,,,,,,,,,,,
946,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,3,1,GR,,,,,,,,,,,,,,,
947,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,3,2,GT,,,,,,,,,,,,,,,
948,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,3,3,SF,,,,,1,1,14,1,14,1,14,,,,
949,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,3,4,PH,1,1,1,1,1,1,21,1,24,1,14,,,,
950,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,3,5,SF,,,,,,,,,,,,,,,
951,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,3,6,WM,,,,,1,1,10,1,12,1,9,,,,
952,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,3,7,GT,,,,,,,,,,,,,,,
953,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,4,1,GT,,,,,,,,,,,,,,,
954,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,4,2,GR,,,,,,,,,,,,,,,
955,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,4,3,WM,,,,,,,,,,,,,,,
956,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,4,4,DB,,,,,,,,,,,,,,,
957,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,4,5,SF,,,,,,,,,,,,,,,
958,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,4,6,SF,,,,,,,,,,,,,,,
959,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,4,7,DB,,,,,,,,,,,,,,,
960,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,5,1,GT,,,,,,,,,,,,,,,
961,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,5,2,GR,,,,,,,,,,,,,,,
962,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,5,3,SF,,1,1,1,1,1,14,0,,0,,,,,
963,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,5,4,GT,,1,0,0,0,0,,0,,0,,,,,
964,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,5,5,SF,,,,,,,,,,,,,,,
965,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,5,6,GT,,,,,,,,,,,,,,,
966,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,5,7,WM,,,,,,,,,,,,,,,
967,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,6,1,WM,,,,,,,,,,,,,,,
968,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,6,2,WM,,,,,,,,,,,,,,,
969,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,6,3,GT,,,,,,,,,,,,,,,
970,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,6,4,GR,,1,0,0,0,0,,0,,0,,,,,
971,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,6,5,GR,,,,,,,,,,,,,,,
972,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,6,6,WM,,,,,,,,,,,,,,,
973,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,6,7,GT,,,,,,,,,,,,,,,
974,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,7,1,GT,,,,,,,,,,,,,,,
975,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,7,2,WM,,,,,,,,,,,,,,,
976,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,7,3,PH,,,,,,,,,,,,,,,
977,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,7,4,GT,,,,,,,,,,,,,,,
978,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,7,5,GT,,,,,,,,,,,,,,,
979,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,7,6,GR,,,,,,,,,,,,,,,
980,7,58,cs,T,40.22,1,-,109.22,27.94,7.62,7,7,WM,,,,,,,,,,,,,,,
883,7,55,cs,T,40.22,1,+,254,76.2,55.88,1,1,GT,,,,,,,,,,,,,,,
884,7,55,cs,T,40.22,1,+,254,76.2,55.88,1,2,SF,1,0,0,0,0,0,,0,,0,,,,,
885,7,55,cs,T,40.22,1,+,254,76.2,55.88,1,3,WM,,,,,1,1,6.5,1,4,1,6,,,,
886,7,55,cs,T,40.22,1,+,254,76.2,55.88,1,4,WM,,,,,,,,,,,,,,,
887,7,55,cs,T,40.22,1,+,254,76.2,55.88,1,5,GT,,,,,1,0,,0,,0,,,,,
888,7,55,cs,T,40.22,1,+,254,76.2,55.88,1,6,GR,,,,,,1,2.5,1,2,0,,,,,
889,7,55,cs,T,40.22,1,+,254,76.2,55.88,1,7,SF,,,,,,,,,,,,,,,
890,7,55,cs,T,40.22,1,+,254,76.2,55.88,2,1,GR,,,,,,,,,,,,,,,
891,7,55,cs,T,40.22,1,+,254,76.2,55.88,2,2,WM,,,,,,,,,,,,,,,
892,7,55,cs,T,40.22,1,+,254,76.2,55.88,2,3,GR,,,,,,,,,,,,,,,
893,7,55,cs,T,40.22,1,+,254,76.2,55.88,2,4,GT,,,,,,,,,,,,,,,
894,7,55,cs,T,40.22,1,+,254,76.2,55.88,2,5,PH,,,,,1,1,9.5,1,13,1,13,,,,
895,7,55,cs,T,40.22,1,+,254,76.2,55.88,2,6,GT,,,,,,,,,,,,,,,
896,7,55,cs,T,40.22,1,+,254,76.2,55.88,2,7,WM,,,,,,,,,,,,,,,
897,7,55,cs,T,40.22,1,+,254,76.2,55.88,3,1,GR,,,,,,,,,,,,,,,
898,7,55,cs,T,40.22,1,+,254,76.2,55.88,3,2,GT,,1,1,1,1,1,93,1,153,1,140,91,26,112,150
899,7,55,cs,T,40.22,1,+,254,76.2,55.88,3,3,WM,,1,1,1,1,1,12,1,10,1,8,,,,
900,7,55,cs,T,40.22,1,+,254,76.2,55.88,3,4,SF,,,1,1,0,0,,0,,0,,,,,
901,7,55,cs,T,40.22,1,+,254,76.2,55.88,3,5,GT,,1,1,1,1,1,14.5,1,14,1,16,,,,
902,7,55,cs,T,40.22,1,+,254,76.2,55.88,3,6,PH,,1,1,1,0,0,,0,,0,,,,,
903,7,55,cs,T,40.22,1,+,254,76.2,55.88,3,7,GT,,,,,,,,,,,,,,,
904,7,55,cs,T,40.22,1,+,254,76.2,55.88,4,1,GT,,,,,,,,,,,,,,,
905,7,55,cs,T,40.22,1,+,254,76.2,55.88,4,2,WM,,,,,,,,,,,,,,,
906,7,55,cs,T,40.22,1,+,254,76.2,55.88,4,3,WM,,,,,,,,,,,,,,,
907,7,55,cs,T,40.22,1,+,254,76.2,55.88,4,4,SF,,1,1,1,1,1,70,1,95,1,60,14,8,24,90
908,7,55,cs,T,40.22,1,+,254,76.2,55.88,4,5,GT,,,,,,,,,,,,,,,
909,7,55,cs,T,40.22,1,+,254,76.2,55.88,4,6,SF,,,,,,,,,,,,,,,
910,7,55,cs,T,40.22,1,+,254,76.2,55.88,4,7,GR,,1,1,1,1,1,4,1,3,0,,,,,
911,7,55,cs,T,40.22,1,+,254,76.2,55.88,5,1,GT,,,,,,,,,,,,,,,
912,7,55,cs,T,40.22,1,+,254,76.2,55.88,5,2,DB,,1,1,1,0,0,,0,,0,,,,,
913,7,55,cs,T,40.22,1,+,254,76.2,55.88,5,3,SF,,,,,,,,,,,,,,,
914,7,55,cs,T,40.22,1,+,254,76.2,55.88,5,4,SF,,,,,,,,,,,,,,,
915,7,55,cs,T,40.22,1,+,254,76.2,55.88,5,5,WM,,1,1,1,1,0,,0,,0,,,,,
916,7,55,cs,T,40.22,1,+,254,76.2,55.88,5,6,GT,,,,,,,,,,,,,,,
917,7,55,cs,T,40.22,1,+,254,76.2,55.88,5,7,DB,,,,,,,,,,,,,,,
918,7,55,cs,T,40.22,1,+,254,76.2,55.88,6,1,WM,,,,,,,,,,,,,,,
919,7,55,cs,T,40.22,1,+,254,76.2,55.88,6,2,SF,,,,,,,,,,,,,,,
920,7,55,cs,T,40.22,1,+,254,76.2,55.88,6,3,GR,,,,,1,1,6,1,2,0,,,,,
921,7,55,cs,T,40.22,1,+,254,76.2,55.88,6,4,WM,,,,,,,,,,,,,,,
922,7,55,cs,T,40.22,1,+,254,76.2,55.88,6,5,GT,,,,,,,,,,,,,,,
923,7,55,cs,T,40.22,1,+,254,76.2,55.88,6,6,GT,,,,,,,,,,,,,,,
924,7,55,cs,T,40.22,1,+,254,76.2,55.88,6,7,PH,,,1,1,0,0,,0,,0,,,,,
925,7,55,cs,T,40.22,1,+,254,76.2,55.88,7,1,GT,,,,,,,,,,,,,,,
926,7,55,cs,T,40.22,1,+,254,76.2,55.88,7,2,DB,,1,1,1,1,1,5,1,8,1,6,,,,
927,7,55,cs,T,40.22,1,+,254,76.2,55.88,7,3,GR,,,,,,,,,,,,,,,
928,7,55,cs,T,40.22,1,+,254,76.2,55.88,7,4,GT,,,,,,,,,,,,,,,
929,7,55,cs,T,40.22,1,+,254,76.2,55.88,7,5,SF,,,,,,,,,,,,,,,
930,7,55,cs,T,40.22,1,+,254,76.2,55.88,7,6,SF,,,,,1,0,,0,,0,,,,,
931,7,55,cs,T,40.22,1,+,254,76.2,55.88,7,7,GR,,,,,,,,,,,,,,,
981,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,1,1,GT,,1,1,1,0,0,,0,,0,,,,,
982,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,1,2,SF,1,1,1,0,0,0,,0,,0,,,,,
983,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,1,3,GT,,,,,,,,,,,,,,,
984,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,1,4,GT,,,,,1,1,5,1,3,1,4,,,,
985,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,1,5,WM,,,,,,,,,,,,,,,
986,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,1,6,WM,,,1,0,0,0,,0,,0,,,,,
987,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,1,7,DB,,,1,1,1,1,14,1,13,1,5,,,,
988,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,2,1,GR,,,,,,,,,,,,,,,
989,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,2,2,GT,1,1,1,1,1,1,6.5,1,8,1,6,,,,
990,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,2,3,SF,,1,1,1,1,1,4.5,1,1,0,,,,,
991,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,2,4,GR,,,,,,,,,,,,,,,
992,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,2,5,SF,,,,,,,,,,,,,,,
993,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,2,6,GT,,1,1,1,1,0,,0,,0,,,,,
994,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,2,7,GT,,,,,,,,,,,,,,,
995,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,3,1,SF,,1,1,1,1,1,8,1,8,1,5,,,,
996,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,3,2,GT,,,,,,,,,,,,,,,
997,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,3,3,WM,,,,,,,,,,,,,,,
998,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,3,4,SF,,1,0,0,0,0,,0,,0,,,,,
999,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,3,5,PH,,,,,,,,,,,,,,,
1000,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,3,6,GT,,,,,,,,,,,,,,,
1001,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,3,7,GR,,,,,,,,,,,,,,,
1002,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,4,1,WM,,,,,,,,,,,,,,,
1003,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,4,2,GR,,,,,,,,,,,,,,,
1004,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,4,3,GT,,,,,,,,,,,,,,,
1005,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,4,4,WM,,,,,,,,,,,,,,,
1006,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,4,5,PH,,1,1,1,0,0,,0,,0,,,,,
1007,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,4,6,GT,,,,,1,0,,0,,0,,,,,
1008,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,4,7,SF,,,,,,,,,,,,,,,
1009,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,5,1,WM,,,,,,,,,,,,,,,
1010,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,5,2,GT,,1,1,1,1,1,9.5,1,9,1,6,,,,
1011,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,5,3,GR,,,,,,,,,,,,,,,
1012,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,5,4,DB,,,,,,,,,,,,,,,
1013,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,5,5,WM,,,,,,,,,,,,,,,
1014,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,5,6,SF,,,,,,,,,,,,,,,
1015,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,5,7,SF,,,,,,,,,,,,,,,
1016,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,6,1,GR,,,,,1,1,4,1,3,1,2,,,,
1017,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,6,2,WM,,1,1,1,1,1,22,1,23,1,20,,,,
1018,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,6,3,DB,,1,1,1,1,1,7,1,6,1,5,,,,
1019,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,6,4,GT,,,1,1,1,1,7,1,6,1,5,,,,
1020,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,6,5,GR,,,,,1,1,5.5,1,5,1,6,,,,
1021,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,6,6,WM,,,,,,,,,,,,,,,
1022,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,6,7,GT,,1,1,1,1,1,6,1,4,1,4,,,,
1023,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,7,1,SF,,1,1,1,1,1,11,1,11,1,10,,,,
1024,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,7,2,GR,,,,,,,,,,,,,,,
1025,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,7,3,SF,,1,1,1,1,1,8,1,10,0,,,,,
1026,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,7,4,GT,,,,,,,,,,,,,,,
1027,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,7,5,GT,,,,,,,,,,1,1,,,,
1028,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,7,6,PH,,1,1,1,1,1,17.5,1,22,1,20,,,,
1029,7,61,cs,T,40.22,1,A,154.94,45.72,25.4,7,7,WM,,,,,,,,,,,,,,,
1128,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,1,1,WM,,,,,,,,,,,,,,,
1129,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,1,2,SF,,,,,,,,,,,,,,,
1130,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,1,3,GT,,,,,1,1,18,1,18,1,16,,,,16
1131,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,1,4,GR,,,,,1,1,8,1,11,1,5,,,,15
1132,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,1,5,GR,,,,,,,,,,,,,,,
1133,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,1,6,PH,,1,1,1,1,1,75,1,109,1,100,19,10,45,130
1134,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,1,7,SF,,,,,,,,,,,,,,,
1135,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,2,1,SF,,,,,,,,,,,,,,,
1136,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,2,2,GT,,,,,1,1,19,1,23,1,20,,,,20
1137,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,2,3,WM,,,,,,,,,,,,,,,
1138,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,2,4,SF,,,,,,,,,,,,,,,
1139,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,2,5,PH,,,,,,,,,,,,,,,
1140,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,2,6,WM,1,1,0,0,0,0,,0,,0,,,,,
1141,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,2,7,GT,,,,,,,,,,,,,,,
1142,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,3,1,GT,,,,,1,1,43,1,62,1,45,,,,60
1143,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,3,2,WM,,,,,,,,,,,,,,,
1144,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,3,3,GT,,,,,,,,,,,,,,,
1145,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,3,4,GT,,,,,1,1,12,1,15,1,15,,,,15
1146,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,3,5,SF,,,,,,,,,,,,,,,
1147,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,3,6,GT,,,,,,,,,,,,,,,
1148,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,3,7,GT,,,,,,,,,,,,,,,
1149,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,4,1,GR,,,,,,,,,,,,,,,
1150,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,4,2,WM,,,,,1,1,17,0,,0,,,,,
1151,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,4,3,GT,,,,,,,,,,,,,,,
1152,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,4,4,GR,,,,,,,,,,,,,,,
1153,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,4,5,SF,,,,,,,,,,,,,,,
1154,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,4,6,WM,,,,,,,,,,,,,,,
1155,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,4,7,GR,,,,,1,0,,0,,0,,,,,
1156,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,5,1,WM,,,,,,,,1,27,1,25,,,,30
1157,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,5,2,WM,,,,,,,,,,,,,,,
1158,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,5,3,DB,,,,,,,,,,,,,,,
1159,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,5,4,DB,,,,,,,,,,,,,,,
1160,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,5,5,SF,,,,,,,,,,,,,,,
1161,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,5,6,SF,,,,,,,,,,,,,,,
1162,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,5,7,GT,,,,,,,,,,,,,,,
1163,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,6,1,GT,,,,,,,,1,1,1,15,,,,20
1164,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,6,2,GT,,,,,,,,,,,,,,,
1165,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,6,3,WM,,1,1,1,1,1,90,1,107,1,100,32,16,66,130
1166,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,6,4,GR,,,,,,,,,,,,,,,
1167,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,6,5,WM,,,,,,,,,,,,,,,
1168,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,6,6,GT,,,,,,,,,,,,,,,
1169,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,6,7,DB,,,,,1,1,33,1,42,1,28,,,,30
1170,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,7,1,SF,,,,,,,,,,,,,,,
1171,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,7,2,SF,,,,,,,,,,,,,,,
1172,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,7,3,PH,,,,,1,1,28,1,34,1,31,,,,40
1173,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,7,4,GR,,,,,,,,,,,,,,,
1174,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,7,5,GT,,,,,1,1,17,1,20,1,22,,,,22
1175,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,7,6,GR,,,,,,,,,,,,,,,
1176,8,70,cs,T,37.92,0,-,101.6,27.94,10.16,7,7,GT,,,,,,,,,,,,,,,
1079,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,1,1,WM,,,,,,,,,,,,,,,
1080,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,1,2,GR,,,,,,,,,,,,,,,
1081,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,1,3,GR,,,,,,,,,,,,,,,
1082,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,1,4,SF,,,,,,,,,,,,,,,
1083,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,1,5,GR,,,,,,,,,,,,,,,
1084,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,1,6,DB,,,,,,,,,,,,,,,
1085,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,1,7,SF,,1,1,1,1,1,30,1,52,1,60,,,,70
1086,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,2,1,GT,,,,,,,,,,,,,,,
1087,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,2,2,WM,,,,,1,1,10,1,12,1,10,,,,10
1088,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,2,3,SF,,,,,,,,,,,,,,,
1089,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,2,4,GT,,,,,,,,,,,,,,,
1090,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,2,5,SF,,,,,1,1,22,1,21,1,20,,,,20
1091,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,2,6,GT,,,,,,,,,,,,,,,
1092,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,2,7,SF,,,,,,,,,,,,,,,
1093,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,3,1,PH,,,,,,,,,,,,,,,
1094,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,3,2,SF,,,,,1,1,15,1,18,1,13,,,,15
1095,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,3,3,GR,,,,,,,,,,,,,,,
1096,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,3,4,SF,,,,,,,,,,,,,,,
1097,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,3,5,GT,,,,,,,,,,,,,,,
1098,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,3,6,SF,,,,,,,,,,,,,,,
1099,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,3,7,GT,,1,1,1,1,1,15,1,15,1,10,,,,
1100,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,4,1,WM,,,,,1,1,8,1,8,1,6,,,,10
1101,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,4,2,WM,,,,,,,,,,,,,,,
1102,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,4,3,GT,,1,1,1,1,1,69,1,96,1,70,,,,80
1103,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,4,4,WM,,1,1,1,1,1,95,1,130,1,130,3,0,0,150
1104,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,4,5,WM,,,,,1,1,20,1,24,0,,,,,
1105,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,4,6,SF,,,,,,,,,,,,,,,
1106,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,4,7,GT,,,,,,,,,,,,,,,
1107,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,5,1,DB,,,,,,,,,,,,,,,
1108,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,5,2,SF,,,,,1,1,12,1,12,1,10,,,,10
1109,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,5,3,GT,,,,1,0,0,,0,,0,,,,,
1110,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,5,4,GR,,,,,,,,,,,,,,,
1111,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,5,5,GT,,,,,,,,,,,,,,,
1112,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,5,6,GT,,,,,,,,,,,,,,,
1113,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,5,7,WM,,,,,,,,,,,,,,,
1114,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,6,1,GR,,,,,,,,,,,,,,,
1115,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,6,2,GT,,,,,1,0,,0,,0,,,,,
1116,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,6,3,GT,,,,1,0,0,,0,,0,,,,,
1117,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,6,4,DB,,,,,,,,,,,,,,,
1118,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,6,5,WM,,,,,,,,,,,,,,,
1119,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,6,6,GT,,,,,,,,,,,,,,,
1120,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,6,7,GT,,,,,,,,,,,,,,,
1121,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,7,1,WM,,,,,,,,,,,,,,,
1122,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,7,2,PH,,,,,,,,,,,,,,,
1123,8,67,cs,T,37.92,0,+,236.22,76.2,50.8,7,3,WM,,,,,,,,,,,,,,,
